author,text,likes,clean_text
@amajadali187,"Sir $ mahanga nhi hua h,
Rupya sasta ho gya h🤣",1,sir mahanga nhi hua h rupya sasta ho gya h rollingonthefloorlaughing
@sanjaykumarsharma5175,Bahot maza aya sir bahot asan bna Diya apne thanks ❤,1,bahot fun aya sir bahot asan bna diya apne thanks redheart
@swatigoyal356,amazing for beginners....loved it:),3,amazing beginnersloved
@uzairnaseer3185,"If someone made the notes of this video, Drop it here.👇",0,someone made notes video drop backhandindexpointingdown
@sumitramuduli9611,"Sir, please add videos of polymerphisms.",0,sir please add videos polymerphisms
@Shubham.748,Overall.. Good for basics,1,overall good basics
@vaibhavtripathi-gf5lc,Sir maja aa gaya sab samajh Mai aa gya,0,sir maja aa gaya sab understand mai aa gya
@Shubham-bw5tf,Sir C# se nafrat hai kya aapko uske bhi tutorial do ?,0,sir c se nafrat hai kya aapko uske bhi tutorial
@Baba_Thakur_1,Sir c++ ki playlist me bessic to advance nhi h,0,sir c ki playlist bessic advance nhi h
@faizanshaikh4347,We need more lectures in c++ series please 🙏,23,need lectures c series please foldedhands
@ABHISHEK____70-c1b,Sir iska bhi Playlist bana do please,0,sir iska bhi playlist bana please
@MDsakilshortsvideo5825,One short video में बताइए sir please 🤔🙏,0,one short video बताइए sir please thinkingface foldedhands
@MDsakilshortsvideo5825,Visual studio code me used (extensions) कौन-कौन सा डाउनलोड किए हैं,0,visual studio code used extensions कौनकौन सा डाउनलोड किए हैं
@priyanshu._2910,hello sir maine dcode c++ dsa batch purchase kiya uske baad mere account pr wo batch show hi nhi ho raha hai,0,hello sir maine dcode c dsa batch purchase kiya uske baad mere account pr wo batch show hi nhi ho raha hai
@thesbnation11,JAVA oneshot mein dal do vaiya 🙂🤌🏻,0,java oneshot mein dal vaiya slightlysmilingface pinchedfingerslightskintone
@kishorambildhage,bahut hi achha padhate hai sir aap you are great ❤️👍,0,hi achha padhate hai sir aap great redheart thumbsup
@Chandankatiyar,"I searching for movie 
But find it 
I watched 1 hour lecture 
I learn basics 
Very interesting lecture",16,searching movie find watched hour lecture learn basics interesting lecture
@amarjeetprajapati4465,Maja aaya💖❤🔥🔥👍,1,maja aaya sparklingheart redheart fire fire thumbsup
@prachitiwari9609,Part 2......,0,part
@haanizaidi420,can anybody tell the name of our sir ?,0,anybody tell name sir
